seed,policy,step,n_selected_probes,selected_probes,last_added_probe,n_calibration,n_test,deployment_active_prevalence,n_certified,certified_fraction,false_decisions,false_decision_rate_all,error_rate_among_certified,active_found,inactive_found,active_yield,inactive_yield
87,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,66.0,0.042884990253411304,2.0,0.001299545159194282,0.030303030303030304,0.0,64.0,0.0,0.0419672131147541
87,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.04131147540983607
87,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,78.0,0.050682261208576995,2.0,0.001299545159194282,0.02564102564102564,0.0,76.0,0.0,0.049836065573770495
87,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,77.0,0.050032488628979854,2.0,0.001299545159194282,0.025974025974025976,0.0,75.0,0.0,0.04918032786885246
87,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.04590163934426229
87,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.04590163934426229
87,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.04131147540983607
87,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,78.0,0.050682261208576995,2.0,0.001299545159194282,0.02564102564102564,0.0,76.0,0.0,0.049836065573770495
87,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,78.0,0.050682261208576995,2.0,0.001299545159194282,0.02564102564102564,0.0,76.0,0.0,0.049836065573770495
87,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,77.0,0.050032488628979854,2.0,0.001299545159194282,0.025974025974025976,0.0,75.0,0.0,0.04918032786885246
87,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,72.0,0.04678362573099415,2.0,0.001299545159194282,0.027777777777777776,0.0,70.0,0.0,0.04590163934426229
87,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ATAD5;SR-HSE;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,65.0,0.04223521767381416,2.0,0.001299545159194282,0.03076923076923077,0.0,63.0,0.0,0.04131147540983607
88,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,55.0,0.03573749187784275,2.0,0.001299545159194282,0.03636363636363636,0.0,53.0,0.0,0.03475409836065574
88,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
88,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
88,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
88,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,55.0,0.03573749187784275,2.0,0.001299545159194282,0.03636363636363636,0.0,53.0,0.0,0.03475409836065574
88,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
88,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,40.0,0.02599090318388564,2.0,0.001299545159194282,0.05,0.0,38.0,0.0,0.024918032786885248
88,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
88,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009096816114359974,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
88,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.009096816114359974,41.0,0.02664067576348278,2.0,0.001299545159194282,0.04878048780487805,0.0,39.0,0.0,0.025573770491803278
88,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009096816114359974,55.0,0.03573749187784275,2.0,0.001299545159194282,0.03636363636363636,0.0,53.0,0.0,0.03475409836065574
88,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-ATAD5;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009096816114359974,53.0,0.03443794671864847,2.0,0.001299545159194282,0.03773584905660377,0.0,51.0,0.0,0.03344262295081967
89,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-ARE;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,random,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,random,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,random,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,random,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-MMP;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,oracle,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,oracle,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,oracle,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,oracle,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
89,oracle,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.007797270955165692,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,response_rank,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,response_rank,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,response_rank,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,response_rank,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,response_rank,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-MMP;SR-HSE;SR-ATAD5;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,uncertainty,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,uncertainty,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,uncertainty,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,uncertainty,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,uncertainty,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,diversity,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,diversity,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,diversity,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,diversity,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,diversity,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-HSE;SR-ATAD5;SR-MMP;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,benchmark_aligned,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,benchmark_aligned,1,8,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE,SR-ARE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,benchmark_aligned,2,9,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP,SR-MMP,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,benchmark_aligned,3,10,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-ATAD5,SR-ATAD5,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,benchmark_aligned,4,11,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma;SR-ARE;SR-MMP;SR-ATAD5;SR-HSE,SR-HSE,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
90,random,0,7,NR-AR;NR-AR-LBD;NR-AhR;NR-Aromatase;NR-ER;NR-ER-LBD;NR-PPAR-gamma,,1540,1539,0.009746588693957114,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0
